hr,alt_name,ra_ysb,dec_ysb,vmag,bv_color,parallax_ysb,ra_simbad,dec_simbad,parallax_simbad,iau_name,origin,note,source,constellation_common_name,constellation_alt_name,asterism
HR1196,,59.1258,71.8217,6.34,0.3,,59.125973360230006,71.82162736461,14.8815,,,,,,,
HR1197,,58.0179,31.1683,6.25,0.2,,58.01855395687,31.168591362460003,8.6845,,,,,,,
HR1198,,58.4113,48.6506,5.76,1.05,0.02,58.41123878316,48.650496843519996,7.7667,,,,,,,
HR1199,31    Tau,58.0008,6.5347,5.67,0.06,,58.00095489176542,6.534905498436944,4.482,,,,,Taurus,Tau,
HR12,,1.945,-22.5089,5.94,0.14,,1.94541494525,-21.491443007,11.6897,,,,,,,
HR120,,7.6087,-48.215,5.69,0.35,,7.60859695546,-47.78517903398,19.5006,,,,,,,
HR1200,,57.6567,-36.4253,6.86,-0.04,,57.65644166840001,-35.574406193200005,6.8672,,,,,,,
HR1201,,58.2917,17.3269,5.97,0.34,0.03,58.29185913144,17.32708535285,23.1939,,,,,,,
HR1202,30    Eri,58.1733,-5.3614,5.48,-0.1,0.018,58.173536433790005,-4.63877281609,4.1736,,,,,Eridanus,Eri,
HR1203,44Zet Per,58.5329,31.8836,2.85,0.12,0.01,58.53301031291666,31.88363368388889,4.34,,,,,Perseus,Per,
HR1204,,59.3563,63.0722,5.03,-0.09,,59.35601916447,63.0722638211,8.4614,,,,,,,
HR1205,,59.2846,61.1089,5.0,1.45,0.015,59.284539717650006,61.108885040720004,3.1699,,,,,,,
HR1206,,58.3042,-18.4344,6.22,0.88,,58.30386881843,-17.56556210938,4.0915,,,,,,,
HR1207,,58.9925,47.8714,5.37,-0.08,,58.99239099168,47.87142305973,4.6094,,,,,,,
HR1208,Gam Hyi,56.8096,-74.2389,3.24,1.62,0.005,56.809752763636666,-73.7610371246425,15.0793,,,,,Hydrus,Hyi,
HR1209,,58.8458,31.0458,6.1,0.29,-0.002,58.84615727337,31.04584439893,1.6274,,,,,,,
HR121,13    Cas,7.8554,66.5194,6.18,-0.1,,7.85512145961,66.51961694948,3.8917,,,,,Cassiopeia,Cas,
HR1210,43    Per,59.1521,50.6953,5.28,0.41,0.036,59.15216681764,50.6953762032,26.217,,,,,Perseus,Per,
HR1211,32    Eri,58.5725,-2.9528,6.14,0.09,0.004,58.57252866092,-1.04713431844,9.6777,,,,,Eridanus,Eri,
HR1212,32    Eri,58.5729,-2.9547,4.79,0.94,0.004,58.57292419497,-1.04526674259,9.4562,,,,,Eridanus,Eri,
HR1213,33Tau8Eri,58.4275,-24.6125,4.65,-0.13,,58.4279264844,-23.38777182846,9.9585,,,,,Eridanus,Eri,
HR1214,,58.4121,-34.7322,5.11,-0.13,,58.41228080751,-33.26770269332,9.0016,,,,,,,
HR1215,,59.1196,35.0811,5.49,-0.03,,59.11954548958333,35.08089858888889,3.76,,,,,,,
HR1216,,58.3887,-46.8936,5.93,1.24,,58.388929746669994,-45.10631506038,9.1185,,,,,,,
HR1217,,58.8179,-12.0992,6.0,0.32,,58.81721388138,-11.90090896868,20.7432,,,,,,,
HR1218,32    Tau,59.2171,22.4781,5.63,0.3,0.03,59.21698795828001,22.47797357482,22.5957,,,,,Taurus,Tau,
HR1219,,58.5967,-40.3572,5.71,0.6,,58.59652911088,-39.64299442187,6.179,,,,,,,
HR122,,7.8567,33.5817,5.87,1.14,,7.856824417060001,33.58163657618,8.5954,,,,,,,
HR1220,45Eps Per,59.4633,40.0103,2.89,-0.18,0.009,59.46346686333334,40.0102153175,5.11,,,,,Perseus,Per,
HR1221,33    Tau,59.2658,23.1756,6.06,0.02,,59.265863266420006,23.17554197303,4.3364,,,,,Taurus,Tau,
HR1222,,59.36,24.4619,6.16,1.37,,59.359923637390004,24.461936711899998,2.9099,,,,,,,
HR1223,,59.5129,34.8144,6.53,0.23,,59.513099748920006,34.813968629019996,15.6621,,,,,,,
HR1224,,59.2571,6.04,6.09,0.06,,59.25715830626,6.03997024373,12.8012,,,,,,,
HR1225,,59.1579,-9.7508,6.19,0.28,,59.158054709110004,-8.24916360952,8.3339,,,,,,,
HR1226,,59.6213,38.8403,6.3,1.08,,59.621520833110004,38.84025672087,7.6645,,,,,,,
HR1227,,58.6417,-52.6906,6.46,0.16,,58.641503644729994,-51.309573468640004,8.5688,,,,,,,
HR1228,46Xi  Per,59.7412,35.7911,4.04,0.01,-0.004,59.74125954875,35.79103144583333,2.62,Menkib,,,,Perseus,Per,
HR1229,,59.9167,38.8206,6.38,0.1,0.005,59.91656520424792,38.82038371640917,3.9087,,,,,,,
HR123,14Lam Cas,7.9433,54.5222,4.73,-0.1,0.03,7.9431639445833335,54.52228491361111,8.64,,,,,Cassiopeia,Cas,
HR1230,,62.5117,80.6986,5.1,0.56,0.005,62.511447375,80.69868013888889,8.59,,,,,,,
HR1231,34Gam Eri,59.5075,-13.5086,2.95,1.59,0.01,59.50735758877375,-12.491485194015555,17.0016,Zaurak,,,,Eridanus,Eri,
HR1232,,59.7179,-5.47,5.83,1.0,,59.71830797884,-4.5300524586,21.3926,,,,,,,
HR1233,,59.9196,10.3308,6.37,0.42,,59.91873338158,10.33037776278,24.9459,,,,,,,
HR1234,,60.3112,36.99,6.41,-0.01,,60.31179463657,36.98947815108,6.4075,,,,,,,
HR1235,,59.8754,-12.5742,5.6,1.48,,59.87555202323,-11.42557532289,4.9569,,,,,,,
HR1236,,59.0167,-63.4636,6.14,1.1,,59.01665083878,-62.536285039149995,8.944,,,,,,,
HR1237,,60.1538,17.2967,6.32,0.06,,60.153698507929995,17.296658989380003,5.4279,,,,,,,
HR1238,,60.2033,18.1939,5.89,0.32,,60.20319248034,18.19400140845,21.8567,,,,,,,
HR1239,35Lam Tau,60.17,12.4903,3.47,-0.12,0.002,60.17006548958334,12.490340538055555,6.74,,,,,Taurus,Tau,
HR124,,7.9217,52.8394,5.6,1.15,0.008,7.921488320490001,52.83952809853,9.6922,,,,,,,
HR1240,36Tau9Eri,59.9813,-24.0164,4.66,-0.13,0.015,59.981182366400006,-23.98378411237,9.9739,,,,,Eridanus,Eri,
HR1241,,61.5129,68.68,5.87,1.54,,61.51326190081999,68.67997194344001,5.4653,,,,,,,
HR1242,,61.1133,59.1556,5.06,0.5,,61.11317891791,59.15550907452,1.5558,,,,,,,
HR1243,,60.4421,9.9978,5.67,0.02,,60.442227561096665,9.998016646774444,6.4553,,,,,,,
HR1244,35    Eri,60.3833,-1.5497,5.28,-0.15,,60.38352958604,-0.45034135509,7.4656,,,,,Eridanus,Eri,
HR1245,,59.6787,-57.1025,6.05,0.44,,59.67875659055,-56.89763884395,15.8552,,,,,,,
HR1246,,60.1696,-30.4908,5.93,0.04,,60.16940217355,-29.509291632609997,9.4176,,,,,,,
HR1247,Del Ret,59.6862,-61.4003,4.56,1.62,-0.001,59.68645603583334,-60.599814631111116,6.2,,,,,Reticulum,Ret,
HR1248,,61.6625,65.5208,6.17,0.14,,61.661842203709995,65.52079823769,7.0285,,,,,,,
HR1249,,60.6529,-0.2689,5.38,0.5,0.057,60.653101133129994,0.26892220031999997,53.4559,,,,,,,
HR125,Lam1Phe,7.8542,-48.8036,4.77,0.02,0.027,7.854087689520001,-47.19648574674,18.4705,,,,,Phoenix,Phe,
HR1250,,60.0654,-51.5647,6.51,1.64,,60.06471046315,-50.43503513123,2.2983,,,,,,,
HR1251,38Nu  Tau,60.7892,5.9892,3.91,0.03,0.03,60.78907977626709,5.9893007020025,26.4293,,,,,Taurus,Tau,
HR1252,36    Tau,61.0904,24.1058,5.47,0.86,0.014,61.09028579395,24.10601795991,3.1252,,,,,Taurus,Tau,
HR1253,40    Tau,60.9358,5.4356,5.33,-0.08,,60.93585189097,5.43561827859,4.5161,,,,,Taurus,Tau,
HR1254,,60.9858,8.1972,5.46,0.37,0.03,60.98584369195,8.19726630243,28.4198,,,,,,,
HR1255,,61.6525,54.0086,6.31,0.99,,61.65262372215,54.00866764917,11.5659,,,,,,,
HR1256,37    Tau,61.1738,22.0819,4.36,1.07,0.013,61.173803671547084,22.081929673256667,17.6194,,,,,Taurus,Tau,
HR1257,,61.0412,2.8269,5.36,0.5,0.02,61.04114662466,2.8269499258399997,28.4763,,,,,,,
HR1258,,60.8529,-20.1442,6.46,-0.18,,60.85311353396,-19.85620393777,2.6386,,,,,,,
HR1259,,60.9033,-20.1583,7.01,1.22,,60.903255901870004,-19.8412486562,6.4372,,,,,,,
HR126,Bet1Tuc,7.8863,-62.9581,4.37,-0.07,0.03,7.8861169009479175,-61.041782543460556,22.8384,,,,,Tucana,Tuc,
HR1260,,61.9629,62.33,6.99,0.42,,61.964136945629996,62.330107218040006,0.8539,,,,,,,
HR1261,47Lam Per,61.6458,50.3514,4.29,0.02,,61.64601498083333,50.3512638775,7.73,,,,,Perseus,Per,
HR1262,39    Tau,61.3342,22.0089,5.9,0.62,0.063,61.33440851632999,22.00890483322,59.4728,,,,,Taurus,Tau,
HR1263,,61.0363,-16.5889,6.39,1.26,,61.03628154463999,-15.41127194283,7.0017,,,,,,,
HR1264,Gam Ret,60.2242,-62.1594,4.51,1.65,,60.22420249541666,-61.84071527388889,6.95,,,,,Reticulum,Ret,
HR1265,,61.0946,-12.7925,5.61,1.08,,61.09464841345999,-11.20770319951,8.7061,,,,,,,
HR1266,Iot Ret,60.3258,-61.0789,4.97,1.42,0.014,60.32562919782083,-60.921177076193885,9.9842,,,,,Reticulum,Ret,
HR1267,,61.1708,-20.3817,6.13,1.16,,61.17042648118999,-19.61813793678,6.7025,,,,,,,
HR1268,41    Tau,61.6517,27.6,5.2,-0.13,,61.65171914532,27.599900041559998,8.0667,,,,,Taurus,Tau,
HR1269,42Psi Tau,61.7521,29.0014,5.23,0.34,,61.75190397472,29.00130813185,35.9319,,,,,Taurus,Tau,
HR127,Bet2Tuc,7.89,-62.9658,4.54,0.15,0.03,7.889259602566251,-61.03440724586277,19.5923,,,,,Tucana,Tuc,
HR1270,,62.365,59.9081,6.28,1.14,,62.36487953796,59.90807020564,2.6409,,,,,,,
HR1271,,55.6338,-85.2622,6.41,-0.01,0.008,55.63684954166667,-84.73803730555555,6.54,,,,,,,
HR1272,,61.4854,-8.8561,6.26,0.06,,61.48545034979,-7.143895591730001,11.811,,,,,,,
HR1273,48    Per,62.1654,47.7125,4.04,-0.03,0.02,62.16538399083334,47.712511926944444,6.84,,,,,Perseus,Per,
HR1274,,61.4446,-20.5122,6.34,0.92,,61.44462715012,-19.48743794086,9.0934,,,,,,,
HR1275,,61.4058,-27.6517,5.59,0.31,0.045,61.40598331978999,-26.34819284518,22.6594,,,,,,,
HR1276,,62.3433,54.8289,6.18,,,62.34263880702001,54.828864597300004,22.9957,,,,,,,
HR1277,49    Per,62.0638,37.7278,6.09,0.95,0.02,62.064119800450015,37.72749639217,22.0782,,,,,Perseus,Per,
HR1278,50    Per,62.1525,38.0397,5.51,0.46,0.049,62.15257148893001,38.03973855725,47.1878,,,,,Perseus,Per,
HR1279,,61.925,15.1628,6.01,0.4,0.007,61.92493284211999,15.1627891902,22.8505,,,,,,,
HR128,,8.1117,43.4947,6.7,-0.01,,8.111677838750001,43.49479293638889,4.53,,,,,,,
HR1280,,61.9975,17.3397,5.89,1.5,0.006,61.99757046769,17.33989787006,7.2518,,,,,,,
HR1281,,63.4371,72.1264,6.03,1.01,,63.436766949390005,72.12614855356,8.4457,,,,,,,
HR1282,,63.215,68.5017,6.32,1.18,,63.215935568880006,68.50115400616,7.3769,,,,,,,
HR1283,43Ome1Tau,62.2917,19.6092,5.5,1.07,0.023,62.291525084090004,19.609217126980003,11.2909,,,,,Taurus,Tau,
HR1284,,62.2567,13.3983,5.95,0.05,,62.25654459875001,13.39828157901,8.2946,,,,,,,
HR1285,,61.8546,-42.9169,6.59,0.93,,61.85517488727999,-41.08322155294,7.938,,,,,,,
HR1286,,62.7458,33.5867,5.72,1.44,,62.745934131380004,33.58677856674,4.1206,,,,,,,
HR1287,44    Tau,62.7079,26.4808,5.41,0.34,,62.70775351963,26.480954576219997,15.4199,,,,,Taurus,Tau,
HR1288,,62.3242,-16.3858,5.37,-0.15,,62.32431692158001,-15.614144372510001,4.9873,,,,,,,
HR1289,,67.0542,83.8078,5.57,-0.13,0.003,67.05528185229001,83.80778722592,4.5813,,,,,,,
HR129,,8.3304,70.9817,6.42,-0.01,,8.33027360676,70.981854837,6.7567,,,,,,,
HR1290,37    Eri,62.5938,-6.9239,5.44,0.94,,62.59383275646,-5.07614806724,8.9394,,,,,Eridanus,Eri,
HR1291,,62.1413,-45.8647,6.59,0.38,,62.141158091790004,-44.13520170281,19.4954,,,,,,,
HR1292,45    Tau,62.8346,5.5231,5.72,0.36,0.032,62.83450933128,5.52305222212,26.6345,,,,,Taurus,Tau,
HR1293,,62.6987,-8.8197,5.7,1.06,,62.69901422058001,-7.18018455134,10.1946,,,,,,,
HR1294,,61.84,-64.2225,6.38,0.64,0.038,61.840130975070416,-63.77764754432305,42.382,,,,,,,
HR1295,,63.1308,17.2775,6.09,1.08,,63.13064465563,17.277460087119998,8.5316,,,,,,,
HR1296,,63.7575,57.4603,6.08,0.61,,63.757480740780004,57.460364492960004,1.5391,,,,,,,
HR1297,,63.2133,22.4136,6.12,0.19,,63.21354502252001,22.41346728372,3.3288,,,,,,,
HR1298,38Omi1Eri,62.9663,-6.8375,4.04,0.33,0.033,62.96641270133917,-5.162420375676667,26.1097,Beid,,,,Eridanus,Eri,
HR1299,,62.6908,-35.2739,6.44,1.07,,62.69112919637001,-34.72621196275,3.4959,,,,,,,
HR13,,2.0146,-33.5294,5.68,1.12,,2.01452874993,-32.470675284180004,10.2706,,,,,,,
HR130,15Kap Cas,8.25,62.9317,4.16,0.14,,8.249963317916666,62.931782603888884,0.73,,,,,Cassiopeia,Cas,
HR1300,,62.9008,-20.3561,5.79,0.18,,62.900848809740005,-19.64384536667,11.7466,,,,,,,
HR1301,,63.4983,37.9669,6.45,,,63.498720692940005,37.96714945571,7.4313,,,,,,,
HR1302,Del Hor,62.7108,-41.9936,4.93,0.33,0.012,62.71071135790833,-40.00635722475361,17.7987,,,,,Horologium,Hor,
HR1303,51Mu  Per,63.7246,48.4094,4.14,0.95,0.017,63.72442719875001,48.40933088,3.62,,,,,Perseus,Per,
HR1304,,67.5004,83.3406,5.46,0.87,0.015,67.50147980131,83.34037678643999,10.8969,,,,,,,
HR1305,,64.2233,61.8503,5.7,-0.14,,64.22315037171,61.8499908657,6.6445,,,,,,,
HR1306,52    Per,63.7221,40.4836,4.71,1.01,0.004,63.72221833652,40.48364037799,4.1967,,,,,Perseus,Per,
HR1307,,63.395,10.2122,6.23,0.05,,63.394044334209994,10.212477297309999,6.9347,,,,,,,
HR1308,,63.3804,8.8906,6.51,0.16,,63.38019268242001,8.89028877712,12.0014,,,,,,,
HR1309,46    Tau,63.3879,7.7161,5.29,0.36,0.03,63.387876858750005,7.71611596324,26.1562,,,,,Taurus,Tau,
HR131,52    Psc,8.1479,20.2944,5.38,1.08,0.032,8.14785336778,20.294317696300002,11.7438,,,,,Pisces,Psc,
HR1310,,63.4579,12.7533,6.25,1.16,,63.45765872234001,12.75370715371,8.7148,,,,,,,
HR1311,47    Tau,63.485,9.2636,4.84,0.8,0.029,63.484936749999996,9.263825805555555,9.83,,,,,Taurus,Tau,
HR1312,,63.4092,-1.1497,6.44,-0.13,,63.40894446881,-0.85026202335,2.921,,,,,,,
HR1313,,64.2842,57.8606,5.71,1.09,,64.28372302355,57.86031979553,12.0207,,,,,,,
HR1314,,64.1796,53.6119,5.19,0.05,0.011,64.17954879257,53.61180021655,12.2443,,,,,,,
HR1315,,63.6512,10.0111,5.22,-0.1,,63.6509691962,10.01140720061,7.6822,,,,,,,
HR1316,,63.1317,-44.3683,6.71,1.48,,63.13172158286,-43.63176390676,2.3025,,,,,,,
HR1317,,66.7617,80.8242,5.43,1.17,0.014,66.76223020616,80.82415999826999,3.6279,,,,,,,
HR1318,39    Eri,63.5988,-10.2564,4.87,1.17,0.015,63.59869957523,-9.74371653829,14.1704,,,,,Eridanus,Eri,
HR1319,48    Tau,63.9429,15.4006,6.32,0.4,,63.942851972499994,15.40069607122,21.3037,,,,,Taurus,Tau,
HR132,51    Psc,8.0992,6.9556,5.67,0.0,,8.09907891891,6.9554853660900005,10.1557,,,,,Pisces,Psc,
HR1320,49Mu  Tau,63.8838,8.8922,4.29,-0.06,,63.88357029474709,8.892358768785833,6.6651,,,,,Taurus,Tau,
HR1321,,63.8575,6.1997,6.93,0.7,,63.857446406360005,6.19965316701,45.3076,,,,,,,
HR1322,,63.8717,6.1867,6.31,0.59,,63.87000169178,6.18686071458,45.3005,,,,,,,
HR1323,,63.3988,-40.3578,6.37,1.46,,63.398836610349996,-39.64223797138,3.1672,,,,,,,
HR1324,,64.5608,50.2956,4.61,0.04,,64.56092274545584,50.295493065878055,8.5467,,,,,,,
HR1325,40Omi2Eri,63.8179,-7.6528,4.43,0.82,0.209,63.81799841247708,-6.347130339161667,199.608,Keid,,,,Eridanus,Eri,
HR1326,Alp Hor,63.5004,-42.2944,3.86,1.1,0.026,63.50047592756917,-41.70563145690806,27.721,,,,,Horologium,Hor,
HR1327,,65.1679,65.1406,5.27,0.81,,65.1680234826,65.14044147522,9.4068,,,,,,,
HR1328,,64.5342,42.1411,6.22,-0.08,,64.53378728759999,42.14116511159,5.7829,,,,,,,
HR1329,50Ome2Tau,64.315,20.5786,4.94,0.26,,64.31525469368,20.57859737949,35.0804,,,,,Taurus,Tau,
HR133,,8.1438,27.5806,6.67,,,8.14401942982,27.58075610737,4.3978,,,,,,,
HR1330,,64.8054,50.0489,5.45,0.22,,64.80505539343999,50.04870838827,12.5943,,,,,,,
HR1331,51    Tau,64.5967,21.5792,5.65,0.28,,64.59671248392,21.57921915886,19.5053,,,,,Taurus,Tau,
HR1332,,64.33,-6.4719,5.94,1.08,,64.33009093225,-5.52782613872,4.1611,,,,,,,
HR1333,,65.0479,50.9208,5.55,-0.01,,65.04796906425999,50.9209347287,2.1654,,,,,,,
HR1334,,64.6021,9.4867,6.54,0.16,,64.60266694792,9.48716359336,6.2896,,,,,,,
HR1335,,65.4483,60.7356,5.39,1.49,,65.44853821408,60.73562390908,5.3716,,,,,,,
HR1336,Alp Ret,63.6063,-62.4739,3.35,0.91,0.013,63.60612501835416,-61.52619651100611,20.3431,,,,,Reticulum,Ret,
HR1337,,65.06,41.8081,5.92,0.94,,65.06010695908,41.80811889589,7.8889,,,,,,,
HR1338,Gam Dor,64.0067,-51.4867,4.25,0.3,0.061,64.00661092701999,-50.51335202379,48.9494,,,,,Dorado,Dor,
HR1339,53    Tau,64.8587,21.1422,5.35,-0.08,,64.85873995604,21.14230526893,11.93,,,,,Taurus,Tau,
HR134,,8.2046,28.2803,6.3,1.0,0.006,8.20452537762,28.280240898949998,6.077,,,,,,,
HR1340,,63.7029,-62.1919,5.45,1.1,0.006,63.702271992440004,-61.80818872127001,12.4562,,,,,,,
HR1341,56    Tau,64.9029,21.7736,5.38,-0.14,,64.90293703908999,21.77349078551,11.4023,,,,,Taurus,Tau,
HR1342,,65.4658,56.5067,5.88,,,65.46585930914,56.50631529641,10.4168,,,,,,,
HR1343,54    Per,65.1025,34.5667,4.93,0.94,,65.10265794747,34.56672594375,14.0327,,,,,Perseus,Per,
HR1344,,65.0417,31.9533,6.16,1.71,,65.04144738017,31.95317569926,5.5774,,,,,,,
HR1345,,64.5663,-20.7156,6.0,1.67,,64.56698667655,-19.28474097797,3.2262,,,,,,,
HR1346,54Gam Tau,64.9483,15.6275,3.65,0.99,0.028,64.94834968291875,15.627642051424722,21.6645,Prima Hyadum,,,,Taurus,Tau,
HR1347,41Ups4Eri,64.4737,-33.7983,3.56,-0.12,,64.47359336125,-32.20165086027778,18.33,,,,,Eridanus,Eri,
HR1348,52Phi Tau,65.0888,27.3508,4.95,1.15,,65.08840040522,27.35075230516,11.4462,,,,,Taurus,Tau,
HR1349,,64.9062,10.1214,6.31,1.43,,64.90590288214999,10.121437267440001,5.1776,,,,,,,
HR135,,8.2933,54.895,5.93,1.04,,8.29331038592,54.89498600663,9.1205,,,,,,,
HR1350,53    Per,65.3883,46.4989,4.85,-0.03,,65.38819268249999,46.49887912276,6.8802,,,,,Perseus,Per,
HR1351,57    Tau,64.9904,14.0353,5.59,0.28,,64.9904357136,14.03520339208,21.9777,,,,,Taurus,Tau,
HR1352,,65.7412,59.6164,6.19,,,65.7414537876,59.6161822628,7.2743,,,,,,,
HR1353,,64.6558,-22.9703,6.07,0.3,,64.65621518600999,-21.030279081630002,10.9803,,,,,,,
HR1354,,65.1046,18.7425,6.12,0.37,,65.10459130442999,18.74268116592,21.7942,,,,,,,
HR1355,Eps Ret,64.1204,-59.3019,4.44,1.08,0.067,64.12095061260834,-58.697845585748894,54.2286,,,,,Reticulum,Ret,
HR1356,58    Tau,65.1513,15.0953,5.26,0.22,,65.15129318401999,15.095452823510001,21.0899,,,,,Taurus,Tau,
HR1357,,64.0879,-60.9486,6.37,0.07,0.015,64.08739027083332,-59.051521953055556,7.92,,,,,,,
HR1358,,65.22,13.8642,6.17,0.46,,65.21966841518,13.86442594985,21.0935,,,,,,,
HR1359,,64.7625,-33.905,6.37,0.13,0.007,64.76203687499999,-32.09538163888889,9.8,,,,,,,
HR136,Bet3Tuc,8.1825,-63.0311,5.09,0.04,0.049,8.18293906071,-62.9684994364,21.6794,,,,,Tucana,Tuc,
HR1360,,65.1717,6.1308,5.77,0.92,,65.17186819176,6.1307917763,8.3003,,,,,,,
HR1361,,65.2042,9.2256,6.53,0.15,,65.20446991314,9.22483188486,9.9078,,,,,,,
HR1362,,65.1612,-6.2456,6.27,0.91,,65.16100755074,-5.75400617414,15.6213,,,,,,,
HR1363,,65.1783,-7.5925,5.85,-0.13,,65.17847543305,-6.4075039691,3.7763,,,,,,,
HR1364,,64.8192,-44.2681,5.34,1.08,0.005,64.81956856717,-43.732082203430004,13.1349,,,,,,,
HR1365,,64.6667,-52.86,6.09,0.49,,64.66677578836,-51.13990320115,13.4323,,,,,,,
HR1366,,65.3629,-0.0981,5.86,1.32,0.008,65.3626576181,0.09817370965,8.7603,,,,,,,
HR1367,,65.1625,-20.6397,5.38,-0.02,0.007,65.16255445133,-19.36037746832,7.4789,,,,,,,
HR1368,60    Tau,65.5146,14.0772,5.72,0.32,,65.51465891589,14.07719803474,22.0269,,,,,Taurus,Tau,
HR1369,59Chi Tau,65.6454,25.6292,5.37,-0.05,,65.64559882086999,25.62931599318,11.2029,,,,,Taurus,Tau,
HR137,16    Cas,8.6038,66.7503,6.48,-0.08,,8.603830495950001,66.7503382731,4.8558,,,,,Cassiopeia,Cas,
HR1370,,65.595,20.8214,5.91,1.66,0.015,65.59470724743,20.82141316609,2.0369,,,,,,,
HR1371,,65.8996,42.4281,6.23,0.0,0.002,65.89923133333333,42.42790572222222,5.64,,,,,,,
HR1372,The Ret,64.4175,-63.2556,5.87,-0.07,,64.417799875,-62.744593916666666,7.08,,,,,Reticulum,Ret,
HR1373,61Del1Tau,65.7337,17.5425,3.76,0.98,0.021,65.73372983163999,17.54251383399,20.3092,Secunda Hyadum,,,,Taurus,Tau,
HR1374,,65.3804,-25.7283,6.01,0.35,0.057,65.380462,-24.271423722222224,17.02,,,,,,,
HR1375,,65.885,20.9822,5.99,0.03,,65.88485952435,20.982045023549997,5.8121,,,,,,,
HR1376,63    Tau,65.8542,16.7772,5.64,0.3,,65.85443363300001,16.777264120559998,20.795,,,,,Taurus,Tau,
HR1377,55    Per,66.1217,34.1306,5.73,-0.06,,66.12148060809001,34.13075773628,6.8599,,,,,Perseus,Per,
HR1378,62    Tau,65.9992,24.3011,6.36,0.17,,65.99901145129,24.30097974033,4.7132,,,,,Taurus,Tau,
HR1379,56    Per,66.1558,33.9597,5.76,0.4,0.005,66.15609870833333,33.95968863888889,24.62,,,,,Perseus,Per,
HR138,,8.4213,-29.5583,5.55,1.27,,8.421005780260002,-28.441722498889998,6.228,,,,,,,
HR1380,64Del2Tau,66.0242,17.4439,4.8,0.15,0.017,66.02400605484,17.44413091721,21.6192,,,,,Taurus,Tau,
HR1381,66    Tau,65.9662,9.4608,5.12,0.07,0.001,65.96593970833334,9.460970527777777,8.24,,,,,Taurus,Tau,
HR1382,,66.7538,57.5853,6.32,0.04,,66.75363224802,57.58530713339,4.1875,,,,,,,
HR1383,42Xi  Eri,65.92,-3.7456,5.17,0.08,0.013,65.92021681301,-2.25453193298,15.5196,,,,,Eridanus,Eri,
HR1384,,65.7738,-24.8922,5.83,1.51,,65.77359517400001,-23.107860502250002,7.0003,,,,,,,
HR1385,,66.2379,19.0417,5.98,0.37,,66.23803150959002,19.04200909623,21.3384,,,,,,,
HR1386,,65.7821,-35.545,6.39,1.24,,65.7823173559,-34.455187722990004,3.8448,,,,,,,
HR1387,65Kap1Tau,66.3421,22.2939,4.22,0.13,0.025,66.34235197098376,22.29387108502889,20.9119,,,,,Taurus,Tau,
HR1388,67Kap2Tau,66.3542,22.1997,5.28,0.25,,66.35423019571,22.19999875489,22.0177,,,,,Taurus,Tau,
HR1389,68Del3Tau,66.3725,17.9281,4.29,0.05,0.019,66.37243632776791,17.927906511884444,21.0865,,,,,Taurus,Tau,
HR139,The Tuc,8.3471,-71.2661,6.13,0.23,,8.34733013073,-70.73375543634,7.1423,,,,,Tucana,Tuc,
HR1390,,66.5263,31.4389,5.28,0.97,,66.52629624918,31.43890819347,13.6291,,,,,,,
HR1391,70    Tau,66.4054,15.9408,6.46,0.49,0.038,66.40551051752,15.94102321123,21.1076,,,,,Taurus,Tau,
HR1392,69Ups Tau,66.5771,22.8136,4.28,0.26,0.036,66.576929680205,22.813580403209723,21.7486,,,,,Taurus,Tau,
HR1393,43    Eri,66.0092,-34.0169,3.96,1.49,-0.008,66.00919305988,-33.983150488170004,11.127,Beemim,corrupted,Almagest 1515,,Eridanus,Eri,
HR1394,71    Tau,66.5867,15.6183,4.49,0.25,0.007,66.58654508539,15.61830113545,21.3958,,,,,Taurus,Tau,
HR1395,Eta Ret,65.4721,-63.3864,5.24,0.96,0.016,65.47219057514,-62.61360923643,8.3377,,,,,Reticulum,Ret,
HR1396,73Pi  Tau,66.6517,14.7136,4.69,0.98,0.014,66.65154769028,14.713781858199999,8.0403,,,,,Taurus,Tau,
HR1397,,66.5879,8.5903,6.06,0.02,,66.58792603795,8.59026446172,4.2692,,,,,,,
HR1398,,66.235,-34.7578,6.55,0.44,,66.23522594148001,-33.24251567038,10.9156,,,,,,,
HR1399,72    Tau,66.8229,22.9964,5.53,-0.1,,66.82271178650001,22.99632727822,7.939,,,,,Taurus,Tau,
HR14,,2.0504,-2.4478,6.07,1.38,,2.0503981306899997,-1.55229428177,2.7677,,,,,,,
HR140,,8.6158,-52.3731,5.57,0.47,0.038,8.6159649977,-51.62690848247,38.8246,,,,,,,
HR1400,,66.7529,2.0794,6.23,1.09,,66.75295367499001,2.07941063296,6.9205,,,,,,,
HR1401,,68.3779,72.5286,5.94,0.3,,68.377833719,72.52860564384,9.8596,,,,,,,
HR1402,,66.87,11.2125,5.88,0.05,0.003,66.86987282863001,11.21228039139,3.2523,,,,,,,
HR1403,,67.0033,21.62,5.72,0.27,,67.00326165240001,21.61990296142,20.1588,,,,,,,
HR1404,,66.3296,-44.1608,6.39,0.44,,66.32966524725,-43.8391048887,26.8312,,,,,,,
HR1405,,66.0508,-57.0714,6.29,0.66,0.042,66.05086104166668,-56.92865938888889,36.1,,,,,,,
HR1406,,67.2162,30.3614,6.4,0.52,0.016,67.21664376123833,30.361550008056668,14.2009,,,,,,,
HR1407,75    Tau,67.11,16.3597,4.97,1.13,,67.1098746163,16.359674945810003,16.803,,,,,Taurus,Tau,
